Champion,wr,wrdelta,rankwr,Pick Rate,Ban Rate,PBI Index,lane,games,rank,wrdiff,PBIno
Quinn,46.22,-0.36,49.75,1.42,1.24,-5.0,top lane,28280.0,SILVER,-3.530000000000001,-1.4164305949008493
Gragas,45.58,0.23,49.75,1.44,0.31,-6.0,top lane,28712.0,SILVER,-4.170000000000002,-1.4388489208633088
Mel,46.94,0.05,49.75,5.92,38.53,-27.0,middle lane,118045.0,SILVER,-2.8100000000000023,-9.608540925266896
Azir,44.29,-0.78,49.75,1.48,0.42,-8.0,middle lane,29591.0,SILVER,-5.460000000000001,-1.4652014652014649
Gnar,46.89,-0.63,49.75,2.56,0.76,-7.0,top lane,51023.0,SILVER,-2.8599999999999994,-2.447552447552448
Xin Zhao,50.08,-1.07,48.81,7.77,4.1,10.0,jungle lane,93608.0,BRONZE,1.269999999999996,7.874015748031521
Seraphine,51.43,-0.76,48.81,16.73,7.65,47.0,support lane,201688.0,BRONZE,2.6199999999999974,17.938931297709942
Naafiri,53.0,-0.62,48.81,5.93,19.34,31.0,middle lane,71478.0,BRONZE,4.189999999999998,7.398568019093083
Singed,51.89,-1.34,48.81,1.88,1.15,6.0,top lane,22700.0,BRONZE,3.0799999999999983,1.9480519480519491
Nami,49.98,-1.29,48.81,5.1,1.26,6.0,support lane,61504.0,BRONZE,1.1699999999999946,5.128205128205152
Jax,49.87,-1.19,48.81,6.18,9.27,7.0,jungle lane,74446.0,BRONZE,1.0599999999999952,6.60377358490569
Garen,50.66,-1.3,48.81,10.8,9.77,22.0,top lane,130208.0,BRONZE,1.8499999999999943,11.891891891891929
Xerath,50.72,-1.09,48.81,4.75,11.68,10.0,middle lane,57247.0,BRONZE,1.9099999999999966,5.235602094240847
Smolder,52.79,-1.49,48.81,10.66,7.4,46.0,bottom lane,128507.0,BRONZE,3.979999999999997,11.557788944723628
Shyvana,53.09,-1.23,48.81,7.65,8.98,36.0,jungle lane,92184.0,BRONZE,4.280000000000001,8.411214953271026
Rell,50.27,-1.88,48.81,2.27,0.78,3.0,support lane,27400.0,BRONZE,1.4600000000000009,2.054794520547944
Sion,50.79,-2.07,48.81,2.92,1.22,6.0,top lane,35210.0,BRONZE,1.9799999999999969,3.030303030303035
Milio,50.36,-0.55,48.81,2.89,1.31,5.0,support lane,34782.0,BRONZE,1.5499999999999972,3.2258064516129092
Dr. Mundo,50.22,-1.59,48.81,4.56,8.5,7.0,top lane,55017.0,BRONZE,1.4099999999999966,4.964539007092211
Nocturne,50.23,-1.25,48.81,9.29,13.41,15.0,jungle lane,111953.0,BRONZE,1.4199999999999946,10.563380281690181
Soraka,49.99,-1.05,48.81,3.21,1.62,4.0,support lane,38688.0,BRONZE,1.1799999999999997,3.389830508474577
Tryndamere,50.33,-1.17,48.81,4.3,3.94,7.0,top lane,51862.0,BRONZE,1.519999999999996,4.605263157894749
Jinx,48.99,-1.4,48.81,13.21,5.7,3.0,bottom lane,159238.0,BRONZE,0.17999999999999972,16.666666666666693
Karthus,48.47,-0.61,48.81,1.04,0.29,0.0,jungle lane,12519.0,BRONZE,-0.3400000000000034,0.0
Mordekaiser,51.04,-1.0,48.81,11.82,17.87,32.0,top lane,142517.0,BRONZE,2.229999999999997,14.349775784753383
Vel'Koz,50.34,-1.26,48.81,3.35,1.77,5.0,support lane,40342.0,BRONZE,1.5300000000000011,3.267973856209148
Miss Fortune,50.83,-1.2,48.81,23.09,11.38,53.0,bottom lane,278380.0,BRONZE,2.019999999999996,26.237623762376288
Sona,50.23,-0.77,48.81,3.04,0.34,4.0,support lane,36605.0,BRONZE,1.4199999999999946,2.816901408450715
Briar,51.88,-1.14,48.81,6.92,15.04,25.0,jungle lane,83434.0,BRONZE,3.0700000000000003,8.143322475570033
Warwick,50.91,-0.48,48.81,11.0,10.93,26.0,jungle lane,132654.0,BRONZE,2.0999999999999943,12.380952380952415
Aurelion Sol,50.19,-1.55,48.81,2.34,1.19,3.0,middle lane,28156.0,BRONZE,1.3799999999999955,2.173913043478268
Kled,50.34,-1.8,48.81,0.96,0.68,1.0,top lane,11600.0,BRONZE,1.5300000000000011,0.6535947712418296
Malphite,50.06,-1.01,48.81,6.59,13.21,9.0,top lane,79443.0,BRONZE,1.25,7.2
Zyra,50.43,-1.65,48.81,4.4,4.07,7.0,support lane,52999.0,BRONZE,1.6199999999999974,4.320987654320994
Brand,51.64,-1.51,48.81,6.76,12.17,22.0,support lane,81437.0,BRONZE,2.8299999999999983,7.773851590106012
Graves,48.51,-1.69,48.81,4.43,3.69,-1.0,jungle lane,53363.0,BRONZE,-0.30000000000000426,-3.333333333333286
Vladimir,49.33,-0.91,48.81,2.32,2.75,1.0,middle lane,27916.0,BRONZE,0.519999999999996,1.9230769230769378
Ambessa,46.85,-0.51,48.81,1.56,2.82,-3.0,jungle lane,18799.0,BRONZE,-1.9600000000000009,-1.5306122448979584
Vayne,48.29,-1.7,48.81,6.37,11.27,-4.0,bottom lane,76802.0,BRONZE,-0.5200000000000031,-7.692307692307646
Viego,49.08,-1.23,48.81,10.12,9.21,3.0,jungle lane,122048.0,BRONZE,0.269999999999996,11.111111111111274
Irelia,48.12,-1.23,48.81,3.33,9.18,-3.0,top lane,40083.0,BRONZE,-0.6900000000000048,-4.347826086956491
Leona,50.62,-1.62,48.81,8.39,9.61,17.0,support lane,101124.0,BRONZE,1.8099999999999952,9.392265193370191
Samira,49.41,-1.56,48.81,6.14,13.57,4.0,bottom lane,74060.0,BRONZE,0.5999999999999943,6.66666666666673
Lillia,50.45,-2.1,48.81,3.47,2.16,6.0,jungle lane,41862.0,BRONZE,1.6400000000000006,3.6585365853658525
Kayn,49.39,-1.39,48.81,10.47,6.15,6.0,jungle lane,126240.0,BRONZE,0.5799999999999983,10.344827586206927
Jhin,48.28,-1.61,48.81,14.03,5.29,-8.0,bottom lane,169153.0,BRONZE,-0.5300000000000011,-15.094339622641478
Sett,51.02,-1.13,48.81,9.62,5.9,23.0,top lane,116008.0,BRONZE,2.210000000000001,10.407239819004522
Kog'Maw,50.83,-1.0,48.81,1.34,0.43,3.0,bottom lane,16108.0,BRONZE,2.019999999999996,1.485148514851488
Ekko,49.11,-1.59,48.81,3.31,2.12,1.0,middle lane,39928.0,BRONZE,0.29999999999999716,3.333333333333365
Jarvan IV,48.6,-2.01,48.81,2.95,0.62,-1.0,jungle lane,35580.0,BRONZE,-0.21000000000000085,-4.761904761904742
Draven,46.76,-1.05,48.81,2.56,6.52,-6.0,bottom lane,30877.0,BRONZE,-2.0500000000000043,-2.9268292682926766
Master Yi,49.33,-1.04,48.81,13.85,23.68,9.0,jungle lane,166942.0,BRONZE,0.519999999999996,17.30769230769244
Teemo,50.94,-1.43,48.81,9.96,22.62,27.0,top lane,120072.0,BRONZE,2.1299999999999955,12.676056338028197
Ashe,49.16,-1.13,48.81,16.55,9.55,6.0,bottom lane,199535.0,BRONZE,0.3499999999999943,17.142857142857423
Yasuo,49.36,-1.51,48.81,12.33,21.23,9.0,middle lane,148642.0,BRONZE,0.5499999999999972,16.36363636363645
Karma,47.89,-1.45,48.81,3.06,1.64,-3.0,support lane,36919.0,BRONZE,-0.9200000000000017,-3.2608695652173854
Yone,49.8,-1.14,48.81,10.57,9.32,12.0,middle lane,127402.0,BRONZE,0.9899999999999949,12.121212121212183
Yorick,52.08,-1.94,48.81,6.49,15.92,25.0,top lane,78235.0,BRONZE,3.269999999999996,7.645259938837929
Lux,49.86,-1.4,48.81,19.83,23.51,27.0,support lane,239038.0,BRONZE,1.0499999999999972,25.714285714285783
Ziggs,50.93,-0.2,48.81,1.89,1.14,4.0,bottom lane,22796.0,BRONZE,2.1199999999999974,1.886792452830191
Veigar,51.56,-1.48,48.81,9.17,6.22,27.0,middle lane,110587.0,BRONZE,2.75,9.818181818181818
Ezreal,45.96,-1.01,48.81,11.76,6.2,-36.0,bottom lane,141735.0,BRONZE,-2.8500000000000014,-12.631578947368414
Urgot,50.05,-1.2,48.81,2.99,2.04,4.0,top lane,36091.0,BRONZE,1.2399999999999949,3.2258064516129163
Caitlyn,48.65,-1.47,48.81,20.8,31.08,-5.0,bottom lane,250785.0,BRONZE,-0.1600000000000037,-31.24999999999928
Thresh,47.82,-1.1,48.81,7.2,2.65,-7.0,support lane,86769.0,BRONZE,-0.990000000000002,-7.070707070707057
Rammus,52.6,-1.46,48.81,2.91,6.4,12.0,jungle lane,35122.0,BRONZE,3.789999999999999,3.1662269129287606
Nilah,50.95,-1.84,48.81,1.19,1.7,3.0,bottom lane,14348.0,BRONZE,2.1400000000000006,1.4018691588785044
Lee Sin,45.39,-0.95,48.81,7.27,8.96,-27.0,jungle lane,87603.0,BRONZE,-3.4200000000000017,-7.894736842105259
Nautilus,48.5,-1.28,48.81,9.98,11.6,-3.0,support lane,120271.0,BRONZE,-0.3100000000000023,-9.677419354838639
Yunara,46.63,-0.94,48.81,4.41,1.88,-10.0,bottom lane,53204.0,BRONZE,-2.1799999999999997,-4.587155963302753
Zed,47.49,-1.32,48.81,7.55,21.26,-13.0,middle lane,91039.0,BRONZE,-1.3200000000000003,-9.848484848484846
Rek'Sai,44.8,-0.79,48.81,0.65,0.41,-3.0,jungle lane,7871.0,BRONZE,-4.010000000000005,-0.7481296758104728
Olaf,47.81,-1.32,48.81,2.41,1.68,-2.0,top lane,28992.0,BRONZE,-1.0,-2.0
Twitch,48.87,-1.46,48.81,4.57,9.01,0.0,bottom lane,55104.0,BRONZE,0.05999999999999517,0.0
Ahri,48.12,-0.84,48.81,10.51,5.06,-8.0,middle lane,126701.0,BRONZE,-0.6900000000000048,-11.594202898550643
Zilean,49.28,-1.6,48.81,1.16,0.4,1.0,support lane,14023.0,BRONZE,0.46999999999999886,2.1276595744680904
Amumu,51.87,-1.01,48.81,5.38,3.39,17.0,jungle lane,64815.0,BRONZE,3.059999999999995,5.555555555555564
Lucian,45.5,-1.72,48.81,4.79,1.58,-16.0,bottom lane,57767.0,BRONZE,-3.3100000000000023,-4.833836858006039
Illaoi,51.15,-1.4,48.81,5.31,13.95,14.0,top lane,63997.0,BRONZE,2.3399999999999963,5.982905982905993
Taric,50.94,-1.75,48.81,0.98,0.24,2.0,support lane,11786.0,BRONZE,2.1299999999999955,0.9389671361502367
Aphelios,47.82,-1.5,48.81,2.83,1.78,-3.0,bottom lane,34061.0,BRONZE,-0.990000000000002,-3.030303030303024
Viktor,49.94,-1.78,48.81,3.08,1.78,4.0,middle lane,37118.0,BRONZE,1.1299999999999955,3.539823008849572
Bel'Veth,47.07,-1.22,48.81,1.18,0.88,-2.0,jungle lane,14252.0,BRONZE,-1.740000000000002,-1.1494252873563204
Anivia,48.63,-1.17,48.81,1.69,1.41,0.0,middle lane,20353.0,BRONZE,-0.17999999999999972,0.0
Kai'Sa,46.8,-1.38,48.81,9.73,2.11,-20.0,bottom lane,117348.0,BRONZE,-2.010000000000005,-9.95024875621888
Kayle,49.43,-1.28,48.81,3.56,2.43,2.0,top lane,42927.0,BRONZE,0.6199999999999974,3.2258064516129163
Corki,45.89,-0.97,48.81,0.82,0.29,-2.0,bottom lane,9856.0,BRONZE,-2.9200000000000017,-0.6849315068493147
Pantheon,47.77,-0.99,48.81,4.91,2.46,-5.0,support lane,59226.0,BRONZE,-1.0399999999999991,-4.807692307692312
Lissandra,48.59,-1.12,48.81,2.12,1.4,0.0,middle lane,25507.0,BRONZE,-0.21999999999999886,0.0
Sivir,47.12,-1.7,48.81,2.58,1.47,-4.0,bottom lane,31074.0,BRONZE,-1.6900000000000048,-2.3668639053254372
Morgana,50.11,-1.31,48.81,12.27,24.99,21.0,support lane,147889.0,BRONZE,1.2999999999999972,16.15384615384619
Talon,46.12,-1.31,48.81,2.26,1.09,-6.0,middle lane,27231.0,BRONZE,-2.690000000000005,-2.2304832713754608
Gangplank,47.48,-1.02,48.81,1.87,1.45,-3.0,top lane,22562.0,BRONZE,-1.3300000000000054,-2.2556390977443517
Maokai,50.15,-1.35,48.81,2.42,0.36,3.0,support lane,29177.0,BRONZE,1.3399999999999963,2.2388059701492597
Varus,46.13,-0.92,48.81,4.37,2.1,-12.0,bottom lane,52633.0,BRONZE,-2.6799999999999997,-4.477611940298508
Jayce,44.87,-0.9,48.81,1.52,1.05,-6.0,top lane,18323.0,BRONZE,-3.940000000000005,-1.5228426395939068
Zeri,45.26,-0.35,48.81,1.36,0.23,-5.0,bottom lane,16380.0,BRONZE,-3.5500000000000043,-1.4084507042253505
Qiyana,43.81,-0.87,48.81,1.24,0.29,-6.0,middle lane,14889.0,BRONZE,-5.0,-1.2
Udyr,48.0,-1.34,48.81,1.45,0.46,-1.0,jungle lane,17534.0,BRONZE,-0.8100000000000023,-1.2345679012345645
Tristana,47.3,-1.06,48.81,7.48,4.01,-12.0,bottom lane,90127.0,BRONZE,-1.5100000000000051,-7.947019867549642
Diana,49.78,-0.88,48.81,4.69,5.6,5.0,middle lane,56586.0,BRONZE,0.9699999999999989,5.154639175257738
Malzahar,51.11,-1.85,48.81,8.11,20.12,23.0,middle lane,97786.0,BRONZE,2.299999999999997,10.000000000000012
Xayah,47.43,-1.45,48.81,2.81,0.57,-4.0,bottom lane,33826.0,BRONZE,-1.3800000000000026,-2.898550724637676
Katarina,46.87,-1.4,48.81,4.84,5.56,-10.0,middle lane,58318.0,BRONZE,-1.9400000000000048,-5.154639175257719
Hecarim,43.32,-0.32,48.81,2.4,0.63,-13.0,jungle lane,28879.0,BRONZE,-5.490000000000002,-2.3679417122040065
Kalista,45.77,-1.36,48.81,1.19,0.44,-4.0,bottom lane,14375.0,BRONZE,-3.039999999999999,-1.3157894736842108
Pyke,46.93,-1.05,48.81,6.78,15.17,-15.0,support lane,81764.0,BRONZE,-1.8800000000000026,-7.978723404255308
Rumble,46.25,-1.41,48.81,1.47,0.56,-4.0,top lane,17737.0,BRONZE,-2.5600000000000023,-1.5624999999999987
Bard,46.07,-1.0,48.81,1.88,0.62,-5.0,support lane,22647.0,BRONZE,-2.740000000000002,-1.8248175182481738
Elise,46.58,-1.75,48.81,0.74,0.32,-2.0,jungle lane,8893.0,BRONZE,-2.230000000000004,-0.8968609865470836
Senna,47.51,-1.5,48.81,4.47,1.23,-6.0,support lane,53833.0,BRONZE,-1.3000000000000043,-4.6153846153846
Skarner,45.89,-0.76,48.81,0.63,0.15,-2.0,jungle lane,7646.0,BRONZE,-2.9200000000000017,-0.6849315068493147
Shen,47.4,-1.6,48.81,2.15,0.65,-3.0,top lane,25888.0,BRONZE,-1.4100000000000037,-2.1276595744680797
Blitzcrank,48.26,-0.95,48.81,6.93,15.86,-5.0,support lane,83573.0,BRONZE,-0.5500000000000043,-9.09090909090902
Kha'Zix,45.54,-0.61,48.81,3.23,1.72,-11.0,jungle lane,38923.0,BRONZE,-3.270000000000003,-3.363914373088682
Shaco,46.97,-1.3,48.81,6.48,31.98,-18.0,jungle lane,78060.0,BRONZE,-1.8400000000000034,-9.782608695652156
Akali,46.76,-0.98,48.81,9.57,16.27,-23.0,middle lane,115331.0,BRONZE,-2.0500000000000043,-11.219512195121927
Swain,49.53,-1.85,48.81,5.77,7.57,4.0,support lane,69518.0,BRONZE,0.7199999999999989,5.555555555555564
Rengar,43.18,-0.47,48.81,2.1,1.18,-12.0,jungle lane,25261.0,BRONZE,-5.630000000000003,-2.1314387211367665
Darius,46.18,-1.37,48.81,9.15,17.59,-29.0,top lane,110257.0,BRONZE,-2.6300000000000026,-11.026615969581739
Nidalee,41.88,-0.7,48.81,0.84,0.26,-6.0,jungle lane,10094.0,BRONZE,-6.93,-0.8658008658008658
Poppy,49.56,-0.93,48.81,1.41,0.69,1.0,support lane,16958.0,BRONZE,0.75,1.3333333333333333
Aatrox,46.01,-0.52,48.81,3.96,5.88,-12.0,top lane,47697.0,BRONZE,-2.8000000000000043,-4.285714285714279
Sylas,46.98,-0.9,48.81,6.58,9.88,-13.0,middle lane,79291.0,BRONZE,-1.8300000000000054,-7.103825136612001
Lulu,46.88,-0.98,48.81,3.44,2.11,-7.0,support lane,41482.0,BRONZE,-1.9299999999999997,-3.6269430051813476
Syndra,48.19,-1.42,48.81,2.04,1.61,-1.0,middle lane,24597.0,BRONZE,-0.6200000000000045,-1.6129032258064397
Ivern,45.43,-0.19,48.81,0.57,0.26,-2.0,jungle lane,6916.0,BRONZE,-3.3800000000000026,-0.5917159763313605
Ornn,49.54,-1.04,48.81,2.57,0.62,2.0,top lane,30993.0,BRONZE,0.7299999999999969,2.739726027397272
Volibear,49.77,-0.87,48.81,4.62,4.52,5.0,jungle lane,55692.0,BRONZE,0.9600000000000009,5.208333333333329
Orianna,45.72,-1.62,48.81,2.09,0.6,-6.0,middle lane,25179.0,BRONZE,-3.0900000000000034,-1.9417475728155318
Riven,43.62,-1.1,48.81,1.86,0.54,-10.0,top lane,22371.0,BRONZE,-5.190000000000005,-1.926782273603081
Zac,47.8,-1.49,48.81,1.49,0.41,-2.0,jungle lane,17958.0,BRONZE,-1.0100000000000051,-1.9801980198019702
Fiddlesticks,47.94,-0.97,48.81,1.93,0.67,-2.0,jungle lane,23217.0,BRONZE,-0.8700000000000045,-2.2988505747126315
Wukong,49.3,-1.11,48.81,2.2,0.5,1.0,jungle lane,26521.0,BRONZE,0.4899999999999949,2.0408163265306336
Fiora,46.4,-0.6,48.81,2.29,1.83,-6.0,top lane,27606.0,BRONZE,-2.4100000000000037,-2.4896265560165936
Akshan,46.28,-1.09,48.81,1.56,1.3,-4.0,middle lane,18804.0,BRONZE,-2.530000000000001,-1.581027667984189
Fizz,49.93,-1.29,48.81,6.0,11.7,8.0,middle lane,72357.0,BRONZE,1.1199999999999974,7.142857142857159
Kindred,45.2,-1.19,48.81,2.76,0.66,-10.0,jungle lane,33215.0,BRONZE,-3.6099999999999994,-2.7700831024930754
LeBlanc,46.25,-1.52,48.81,3.25,10.52,-9.0,middle lane,39118.0,BRONZE,-2.5600000000000023,-3.515624999999997
Nunu & Willump,47.24,-0.84,48.81,2.18,0.49,-3.0,jungle lane,26301.0,BRONZE,-1.5700000000000003,-1.9108280254777066
Janna,47.42,-1.07,48.81,0.92,0.15,-1.0,support lane,11033.0,BRONZE,-1.3900000000000006,-0.7194244604316544
Galio,48.37,-1.02,48.81,3.1,1.79,-1.0,middle lane,37337.0,BRONZE,-0.44000000000000483,-2.2727272727272476
Nasus,49.05,-1.74,48.81,5.25,4.42,1.0,top lane,63262.0,BRONZE,0.23999999999999488,4.166666666666756
Camille,43.6,-1.14,48.81,0.98,0.43,-5.0,top lane,11767.0,BRONZE,-5.210000000000001,-0.9596928982725527
Aurora,46.89,-1.18,48.81,2.64,1.71,-5.0,middle lane,31831.0,BRONZE,-1.9200000000000017,-2.6041666666666643
Twisted Fate,46.45,-1.23,48.81,1.79,0.25,-4.0,middle lane,21555.0,BRONZE,-2.3599999999999994,-1.6949152542372885
Alistar,47.96,-1.4,48.81,2.03,0.86,-2.0,support lane,24507.0,BRONZE,-0.8500000000000014,-2.3529411764705843
Sejuani,49.06,-1.82,48.81,1.75,0.23,0.0,jungle lane,21044.0,BRONZE,0.25,0.0
Taliyah,43.83,-1.08,48.81,0.62,0.1,-3.0,middle lane,7513.0,BRONZE,-4.980000000000004,-0.6024096385542164
Vi,48.52,-1.83,48.81,4.59,0.84,-1.0,jungle lane,55333.0,BRONZE,-0.28999999999999915,-3.4482758620689755
Evelynn,46.68,-0.62,48.81,2.26,1.27,-5.0,jungle lane,27267.0,BRONZE,-2.1300000000000026,-2.347417840375584
Kassadin,47.55,-1.13,48.81,1.05,0.53,-1.0,middle lane,12699.0,BRONZE,-1.2600000000000051,-0.7936507936507904
Braum,48.97,-1.08,48.81,4.54,1.92,1.0,support lane,54724.0,BRONZE,0.1599999999999966,6.250000000000133
Rakan,47.21,-1.58,48.81,2.03,0.3,-3.0,support lane,24474.0,BRONZE,-1.6000000000000014,-1.8749999999999984
Gwen,46.61,-0.91,48.81,2.43,1.83,-5.0,top lane,29307.0,BRONZE,-2.200000000000003,-2.27272727272727
Neeko,47.4,-0.6,48.81,3.91,1.78,-6.0,support lane,47094.0,BRONZE,-1.4100000000000037,-4.2553191489361595
K'Sante,43.95,-1.17,48.81,2.03,1.04,-10.0,top lane,24499.0,BRONZE,-4.859999999999999,-2.0576131687242802
Heimerdinger,49.13,-1.19,48.81,2.91,8.29,1.0,top lane,35063.0,BRONZE,0.3200000000000003,3.1249999999999973
Hwei,48.36,-1.42,48.81,2.41,1.06,-1.0,middle lane,29030.0,BRONZE,-0.45000000000000284,-2.222222222222208
Zaahen,46.49,-1.45,48.81,2.09,1.98,-5.0,top lane,25241.0,BRONZE,-2.3200000000000003,-2.155172413793103
Cassiopeia,45.08,-1.8,48.81,0.99,0.72,-4.0,middle lane,11920.0,BRONZE,-3.730000000000004,-1.0723860589812322
Zoe,44.68,-1.02,48.81,2.66,2.49,-11.0,middle lane,32088.0,BRONZE,-4.130000000000003,-2.663438256658594
Ryze,45.36,-2.1,48.81,1.75,0.46,-6.0,middle lane,21104.0,BRONZE,-3.450000000000003,-1.7391304347826073
Cho'Gath,48.5,-1.47,48.81,3.22,1.41,-1.0,top lane,38829.0,BRONZE,-0.3100000000000023,-3.2258064516128795
Renata Glasc,48.0,-1.58,48.81,0.55,0.15,0.0,support lane,6614.0,BRONZE,-0.8100000000000023,0.0
Kennen,44.71,-1.09,48.81,1.5,1.06,-6.0,top lane,18043.0,BRONZE,-4.100000000000001,-1.463414634146341
Annie,47.89,-1.25,48.81,2.26,0.99,-2.0,middle lane,27264.0,BRONZE,-0.9200000000000017,-2.1739130434782568
Tahm Kench,48.55,-1.38,48.81,4.49,6.14,-1.0,support lane,54157.0,BRONZE,-0.2600000000000051,-3.8461538461537703
Trundle,49.35,-1.26,48.81,2.44,1.02,1.0,top lane,29384.0,BRONZE,0.5399999999999991,1.8518518518518547
Renekton,48.23,-1.27,48.81,4.41,2.76,-3.0,top lane,53139.0,BRONZE,-0.5800000000000054,-5.1724137931034
Yuumi,46.53,4.17,48.81,4.26,2.58,-10.0,support lane,51411.0,BRONZE,-2.280000000000001,-4.385964912280699
Vex,48.25,-1.04,48.81,4.68,4.67,-3.0,middle lane,56434.0,BRONZE,-0.5600000000000023,-5.3571428571428354
Quinn,45.16,-1.08,48.81,1.48,1.25,-5.0,top lane,17853.0,BRONZE,-3.6500000000000057,-1.369863013698628
Mel,46.75,-1.19,48.81,6.8,40.48,-24.0,middle lane,81977.0,BRONZE,-2.0600000000000023,-11.650485436893192
Azir,43.74,-0.99,48.81,1.41,0.49,-7.0,middle lane,17045.0,BRONZE,-5.07,-1.3806706114398422
Gragas,43.67,-0.74,48.81,1.19,0.27,-6.0,top lane,14341.0,BRONZE,-5.140000000000001,-1.1673151750972761
Gnar,45.94,-1.15,48.81,2.23,0.67,-6.0,top lane,26886.0,BRONZE,-2.8700000000000045,-2.09059233449477
Karthus,43.2,-5.34,44.23,1.05,0.3,-1.0,jungle lane,2970.0,IRON,-1.029999999999994,-0.9708737864077727
Naafiri,47.29,-6.32,44.23,6.96,17.28,26.0,middle lane,19605.0,IRON,3.0600000000000023,8.496732026143784
Graves,42.66,-7.19,44.23,2.99,2.8,-5.0,jungle lane,8425.0,IRON,-1.5700000000000003,-3.1847133757961776
Nami,46.69,-3.79,44.23,4.18,0.98,10.0,support lane,11763.0,IRON,2.460000000000001,4.065040650406503
Singed,48.28,-4.39,44.23,1.38,1.22,6.0,top lane,3896.0,IRON,4.050000000000004,1.4814814814814798
Xin Zhao,45.94,-5.8,44.23,8.81,3.94,16.0,jungle lane,24812.0,IRON,1.7100000000000009,9.356725146198826
Rell,47.93,-3.39,44.23,2.02,0.74,8.0,support lane,5679.0,IRON,3.700000000000003,2.1621621621621605
Smolder,47.5,-6.27,44.23,8.39,5.57,29.0,bottom lane,23614.0,IRON,3.270000000000003,8.86850152905198
Jax,46.0,-5.66,44.23,7.49,9.74,15.0,jungle lane,21090.0,IRON,1.7700000000000031,8.474576271186425
Seraphine,47.98,-4.45,44.23,20.5,8.78,84.0,support lane,57738.0,IRON,3.75,22.4
Ambessa,40.44,-4.05,44.23,1.66,2.24,-6.0,jungle lane,4678.0,IRON,-3.789999999999999,-1.5831134564643803
Draven,43.59,-5.98,44.23,2.31,5.46,-2.0,bottom lane,6497.0,IRON,-0.6399999999999935,-3.125000000000032
Jinx,43.41,-6.18,44.23,13.04,6.63,-11.0,bottom lane,36735.0,IRON,-0.8200000000000003,-13.41463414634146
Jhin,44.19,-5.78,44.23,12.17,6.1,-1.0,bottom lane,34263.0,IRON,-0.03999999999999915,-25.000000000000533
Jarvan IV,44.17,-6.63,44.23,2.29,0.57,-0.0,jungle lane,6453.0,IRON,-0.05999999999999517,-0.0
Ekko,44.3,-5.71,44.23,3.03,2.31,0.0,middle lane,8529.0,IRON,0.07000000000000028,0.0
Ashe,45.21,-5.43,44.23,16.72,10.48,18.0,bottom lane,47092.0,IRON,0.980000000000004,18.367346938775437
Sion,49.04,-4.73,44.23,2.45,1.13,12.0,top lane,6897.0,IRON,4.810000000000002,2.4948024948024936
Lee Sin,40.49,-6.55,44.23,6.59,7.74,-27.0,jungle lane,18565.0,IRON,-3.739999999999995,-7.219251336898406
Vayne,43.31,-6.28,44.23,5.53,10.98,-6.0,bottom lane,15566.0,IRON,-0.9199999999999946,-6.5217391304348205
Xerath,45.9,-3.82,44.23,5.02,11.47,9.0,middle lane,14134.0,IRON,1.6700000000000017,5.389221556886222
Ezreal,41.48,-5.33,44.23,9.31,6.2,-27.0,bottom lane,26220.0,IRON,-2.75,-9.818181818181818
Zed,42.86,-6.58,44.23,6.52,18.43,-11.0,middle lane,18349.0,IRON,-1.3699999999999974,-8.029197080291986
Rek'Sai,39.69,-2.21,44.23,0.7,0.4,-3.0,jungle lane,1983.0,IRON,-4.539999999999999,-0.6607929515418504
Viego,44.13,-6.51,44.23,10.91,8.85,-1.0,jungle lane,30730.0,IRON,-0.09999999999999432,-10.000000000000568
Samira,44.2,-6.88,44.23,5.88,13.39,0.0,bottom lane,16561.0,IRON,-0.02999999999999403,0.0
Irelia,43.92,-6.6,44.23,3.76,8.06,-1.0,middle lane,10594.0,IRON,-0.30999999999999517,-3.2258064516129537
Karma,44.4,-6.28,44.23,2.02,1.01,0.0,support lane,5689.0,IRON,0.1700000000000017,0.0
Lucian,40.91,-5.83,44.23,3.78,1.42,-13.0,bottom lane,10650.0,IRON,-3.3200000000000003,-3.9156626506024095
Caitlyn,44.26,-5.9,44.23,18.06,31.44,1.0,bottom lane,50872.0,IRON,0.030000000000001137,33.33333333333207
Olaf,44.01,-6.87,44.23,2.65,1.67,-1.0,top lane,7457.0,IRON,-0.21999999999999886,-4.545454545454569
Skarner,42.74,-6.44,44.23,0.71,0.15,-1.0,jungle lane,1996.0,IRON,-1.4899999999999949,-0.6711409395973177
Kog'Maw,45.18,-6.77,44.23,1.22,0.46,1.0,bottom lane,3446.0,IRON,0.9500000000000028,1.0526315789473653
Kai'Sa,43.48,-5.8,44.23,8.89,2.24,-7.0,bottom lane,25037.0,IRON,-0.75,-9.333333333333334
Milio,47.27,-4.12,44.23,2.42,0.8,7.0,support lane,6822.0,IRON,3.0400000000000063,2.3026315789473637
Aphelios,43.61,-6.01,44.23,2.68,1.88,-2.0,bottom lane,7558.0,IRON,-0.6199999999999974,-3.2258064516129163
Yasuo,43.91,-7.5,44.23,12.13,21.24,-5.0,middle lane,34164.0,IRON,-0.3200000000000003,-15.624999999999986
Shyvana,48.56,-6.34,44.23,8.37,8.0,39.0,jungle lane,23564.0,IRON,4.330000000000005,9.006928406466502
Aurelion Sol,45.15,-5.45,44.23,2.27,1.31,2.0,middle lane,6390.0,IRON,0.9200000000000017,2.1739130434782568
